title,username,text,clean_text,sentiment
What If,moviemenfes,"What if the world situation is like MVS don't look up, so important people love signals late films ... https://t.co/rsedstdefj",what if the world situation is like mvs don t look up so important people love signals late films,Negative
What If,GilaFilmID,"Forget for a moment Vibe Jazzy who is sweet like La La Land or an emotional drama like First Man, Babylon is like seeing a child who plays with the fantasy of what if ""version. Https://t.co/z5bilbxlrx""",forget for a moment vibe jazzy who is sweet like la la land or an emotional drama like first man babylon is like seeing a child who plays with the fantasy of what if version,Positive
Seasons,paradigmafilm,Sex Education Season 2 already aired!  Gasssss !!! https://t.co/argklkkqyj,sex education season 2 already aired! gasssss !!!,Negative
Fenómenas,teppy87,"@miend @tieshadiona @yodeesigner @inacaluela so see the curtains in my room, lgsg keinget phenomenal crested :))))))))))))",so see the curtains in my room lgsg keinget phenomenal crested,Positive
Seasons,cinemuach,"@Abduulj yes, I want Season 2. Aaaak I'm so excited. Really like the cast ~",yes i want season 2 aaaak i m so excited really like the cast,Positive
Hunger,hafilova,"Like Hunger, Shame uses a lot of long takes that are cool, coincidentally when I like the Long Take technique :)",like hunger shame uses a lot of long takes that are cool coincidentally when i like the long take technique,Positive
Seasons,arulfittron,"Ha ha. Yes. Yesterday, the final final was tgp. Kereen RT @afrazadafiq: Yes Contenders: D, try to see the Eps 4 ... http://t.co/4vbx3c3",ha ha yes yesterday the final final was tgp kereen yes contenders d try to see the eps 4,Neutral
Seasons,zavvi,Season three of #TheBoys has drawn to a close in a dramatic style.  We take a closer look at what THAT finale could mean for the future of the show.  Read here &gt &gt  https://t.co/Jjtamjn2QQ https://t.co/xRRsE8dtrX,season three of has drawn to a close in a dramatic style we take a closer look at what that finale could mean for the future of the show read here gt gt,Positive
What If,alisonwillmore,What if there is no LICORICE PIZZA trailer and it's just an ongoing social media bit,what if there is no licorice pizza trailer and it s just an ongoing social media bit,Negative
Layar,bicaraboxoffice,"The next day the Asian cinema. China/Hong Kong, Japan, Thailand.  Last year Anime was successful in the 10th and 12th for imported films. Not long ago Decibel Success 200k Speech, High & Amp Low: The Worst Cross 100k.  The time is increasingly glanced.  And the more we feel we lack the cinema screen. https://t.co/mk9vovcgpg",the next day the asian cinema china hong kong japan thailand last year anime was successful in the 10th and 12th for imported films not long ago decibel success 200k speech high amp low the worst cross 100k the time is increasingly glanced and the more we feel we lack the cinema screen,Negative
Layar,djaycoholyc,Considering the #Aisyah screen a little. Hashed watching it.,considering the screen a little hashed watching it,Negative
Seasons,TarizSolis,@alpheenliebe @justb3n If Sherlock Season 1 I have complete. The season 2 follows on TV :)),if sherlock season 1 i have complete the season 2 follows on tv,Negative
Layar,commaditya,"Underground bunker. Screen-screen shows the news. Still believe that the minority can't control the world? ""They were toast. @Fiksimini""",underground bunker screen screen shows the news still believe that the minority can t control the world? they were toast,Negative
Seasons,ErikDavis,"Community is moving to Friday! Yes! Too bad they're bringing it back for another season though. Sigh. Or, wait, do I have that backwards?",community is moving to friday! yes! too bad they re bringing it back for another season though sigh or wait do i have that backwards?,Negative
Seasons,moviemenfes,"MVS welcomes a disgrace season 3, of all the games of AIB Season 1 & AMP 2 you like which game the most ??? https://t.co/bnlnoscvdy",mvs welcomes a disgrace season 3 of all the games of aib season 1 amp 2 you like which game the most ???,Negative
Seasons,zavvi,Zavvi Exclusive #Luther Season 1 Steelbook now live for pre-order: https://t.co/pFcjwykvOD @bbcluther https://t.co/4q8qP79iId,zavvi exclusive season 1 steelbook now live for pre order,Negative
Peter Pan & Wendy,moviemenfes,"Wendy met with Peter Pan, the figure of a boy who did not want to be an adult and with Peter Pan, he was an adventure towards Neverland.mvs 'Peter Pan & Amp Wendy' already aired https://t.co/p3rb5ckzy4",wendy met with peter pan the figure of a boy who did not want to be an adult and with peter pan he was an adventure towards neverland mvs peter pan amp wendy already aired,Negative
Rise,akstanwyck,"RT @indiewire: FUTURES | At the Movies"" Co-Host Ignatiy Vishnevetsky - The meteoric rise of Ignatiy Vishnevetsky, the 24-year-old ......""",futures at the movies co host ignatiy vishnevetsky the meteoric rise of ignatiy vishnevetsky the 24 year old,Positive
Seasons,arulfittron,"I don't watch any got episode, too. However, seeing those who are waiting for the sacredness of watching episod 1 in season 8 are fun.",i don t watch any got episode too however seeing those who are waiting for the sacredness of watching episod 1 in season 8 are fun,Positive
The Conjuring 2,danieldokter,"""@Ferdiriva: stress after watching The Conjuring 2. Stressss !!!!!"" https://t.co/7owv3tyhor",stress after watching the conjuring 2 stressss !!!!!,Negative
Seasons,slashfilm,We finally know what month we'll see season 2 of #Reacher!  https://t.co/AFj4wInKJ6,we finally know what month we ll see season 2 of !,Positive
Layar,hafilova,"Suspes with Lathi "", Sara Fajira now also plunged into the world of film through zombie horror,"" black "". Not only made a Sara Fajira big screen debut here he is also trusted to fill the soundtrack."" Black ""will air on @klikfilm June 19, 2021.",suspes with lathi sara fajira now also plunged into the world of film through zombie horror black not only made a sara fajira big screen debut here he is also trusted to fill the soundtrack black will air on june 19 2021,Positive
Rise,slashfilm,'All Things Must Pass' Trailer: Colin Hanks Chronicles the Rise and Fall of Tower Records http://t.co/ptNzIsSAdw http://t.co/U5ELMfJclN,all things must pass trailer colin hanks chronicles the rise and fall of tower records,Negative
Seasons,GilaFilmID,Goosebumps 😖😖😖😖😖 cobra kai season 5 starting September 9 at Netflix https://t.co/rcmlpzgtpa,goosebumps cobra kai season 5 starting september 9 at netflix,Negative
Pinocchio,akstanwyck,Del Toro Will Co-Direct 'Pinocchio' After 'Pacific Rim'  Then What? http://t.co/PxQw6Klx,del toro will co direct pinocchio after pacific rim then what?,Positive
Nowhere,akstanwyck,"@HitFixGregory I felt like you, @timappelo, @thecarpetbagger and I hopped the last bus out of nowhere last night.",i felt like you and i hopped the last bus out of nowhere last night,Negative
Seasons,djaycoholyc,Just watching 2 episodes #WestWorld season 2 continue to be bored.  I really don't 'click' with this series from season 1 anyway 😂😂,just watching 2 episodes season 2 continue to be bored i really don t click with this series from season 1 anyway,Negative
Layar,cinemuach,"Comeback Aura Kasih to the big screen, play horror and become an antagonist. More or less the premise tells about families who have just moved house, and that's where terror appears.  Familiar sounds, but is there something different from this? We'll See.  This November devil house, at ... https://t.co/h38rjysyxs",comeback aura kasih to the big screen play horror and become an antagonist more or less the premise tells about families who have just moved house and that s where terror appears familiar sounds but is there something different from this? we ll see this november devil house at,Negative
Hunger,slashfilm,Julianne Moore Confirmed for Two-Part 'The Hunger Games: Mockingjay' http://t.co/pxkGbZnS0k,julianne moore confirmed for two part the hunger games mockingjay,Positive
AKA,danieldokter,"@erdiawanputra haha. as long as you don't stray, googling nude photos, yes :). there is again, raging thunder aka no retreat no surrender 2 & fast getaway",haha as long as you don t stray googling nude photos yes there is again raging thunder aka no retreat no surrender 2 fast getaway,Negative
Pinocchio,moviemenfes,MVS Pinocchio aired on Disney+ 8 September https://t.co/uml6l0ki2u,mvs pinocchio aired on disney 8 september,Positive
Seasons,akstanwyck,@Klee_FilmReview @letterboxd My daughter and I both enjoyed Clea DuVall’s Happiest Season (Hulu) and Marielle Heller’s What the Constitution Means to Me (Amazon Prime).,my daughter and i both enjoyed clea duvall s happiest season hulu and marielle heller s what the constitution means to me amazon prime,Positive
Twilight,Rivki_Mogi,Feel the same powerfull as I watching Twilight a many years ago... It touch by its own way!,feel the same powerfull as i watching twilight a many years ago it touch by its own way!,Positive
Rise,GilaFilmID,"Usually the poster for the IMAX version is good, but how come Transformers: Rise of the Beasts is really bapuk ☹️ https://t.co/pwgkrktuyr",usually the poster for the imax version is good but how come transformers rise of the beasts is really bapuk,Negative
Bayi Ajaib,bicaraboxoffice,Last night I got this magic baby teaser ... wow the impact is very different on the big screen 👍,last night i got this magic baby teaser wow the impact is very different on the big screen,Positive
Seasons,GilaFilmID,"The peak of the comedy in 3 minutes at Ted Lasso Season 3 episode 2. From the shout of shock Coach Beard, Ted Lasso Shock Ampe Miss Communication One Room. Laughing this contents Scene 🤣🤣🤣🤣 https://t.co/d1kll5su7j",the peak of the comedy in 3 minutes at ted lasso season 3 episode 2 from the shout of shock coach beard ted lasso shock ampe miss communication one room laughing this contents scene,Negative
Seasons,sinema911,"Arghhh !!! Tokyo Ghoul Episode 12 Less Greget !! Not long enough, so much time! Wait for season 2, it's still a long time! Bete.",arghhh !!! tokyo ghoul episode 12 less greget !! not long enough so much time! wait for season 2 it s still a long time! bete,Negative
